"Area name","Area code","Area type","Specimen date","Daily lab-confirmed cases","Cumulative lab-confirmed cases"
"Southend-on-Sea","E06000033","Upper tier local authority","2020-03-09",1,2
"Hampshire","E10000014","Upper tier local authority","2020-03-09",7,17
"Haringey","E09000014","Upper tier local authority","2020-03-09",2,3
"Bracknell Forest","E06000036","Upper tier local authority","2020-03-09",2,3
"Kirklees","E08000034","Upper tier local authority","2020-03-09",1,1
"London","E12000007","Region","2020-03-09",54,187
"Derbyshire","E10000007","Upper tier local authority","2020-03-09",3,11
"Hackney","E09000012","Upper tier local authority","2020-03-09",2,5
"Merton","E09000024","Upper tier local authority","2020-03-09",1,4
"Waltham Forest","E09000031","Upper tier local authority","2020-03-09",1,3
"Cornwall and Isles of Scilly","E06000052","Upper tier local authority","2020-03-09",1,6
"North Yorkshire","E10000023","Upper tier local authority","2020-03-09",1,3
"Sutton","E09000029","Upper tier local authority","2020-03-09",1,4
"Nottingham","E06000018","Upper tier local authority","2020-03-09",1,4
"Westminster","E09000033","Upper tier local authority","2020-03-09",6,18
"Warwickshire","E10000031","Upper tier local authority","2020-03-09",1,8
"South West","E12000009","Region","2020-03-09",5,54
"Slough","E06000039","Upper tier local authority","2020-03-09",1,5
"North East","E12000001","Region","2020-03-09",3,10
"West Midlands","E12000005","Region","2020-03-09",8,37
"Enfield","E09000010","Upper tier local authority","2020-03-09",1,4
"Newham","E09000025","Upper tier local authority","2020-03-09",1,1
"Barnet","E09000003","Upper tier local authority","2020-03-09",3,13
"Portsmouth","E06000044","Upper tier local authority","2020-03-09",1,1
"Dudley","E08000027","Upper tier local authority","2020-03-09",2,3
"Hertfordshire","E10000015","Upper tier local authority","2020-03-09",2,21
"Warrington","E06000007","Upper tier local authority","2020-03-09",1,1
"Shropshire","E06000051","Upper tier local authority","2020-03-09",1,3
"North West","E12000002","Region","2020-03-09",7,54
"Barking and Dagenham","E09000002","Upper tier local authority","2020-03-09",1,3
"Worcestershire","E10000034","Upper tier local authority","2020-03-09",2,3
"Harrow","E09000015","Upper tier local authority","2020-03-09",5,6
"South East","E12000008","Region","2020-03-09",24,89
"Wandsworth","E09000032","Upper tier local authority","2020-03-09",2,7
"Gloucestershire","E10000013","Upper tier local authority","2020-03-09",1,5
"North Tyneside","E08000022","Upper tier local authority","2020-03-09",1,2
"Southwark","E09000028","Upper tier local authority","2020-03-09",7,18
"Sefton","E08000014","Upper tier local authority","2020-03-09",1,1
"Hammersmith and Fulham","E09000013","Upper tier local authority","2020-03-09",3,6
"Essex","E10000012","Upper tier local authority","2020-03-09",1,6
"Lambeth","E09000022","Upper tier local authority","2020-03-09",2,7
"Lincolnshire","E10000019","Upper tier local authority","2020-03-09",1,3
"Leicestershire","E10000018","Upper tier local authority","2020-03-09",3,7
"Northamptonshire","E10000021","Upper tier local authority","2020-03-09",2,8
"Bromley","E09000006","Upper tier local authority","2020-03-09",1,3
"Surrey","E10000030","Upper tier local authority","2020-03-09",3,11
"Trafford","E08000009","Upper tier local authority","2020-03-10",3,7
"North West","E12000002","Region","2020-03-10",15,69
"Hammersmith and Fulham","E09000013","Upper tier local authority","2020-03-10",3,9
"Bromley","E09000006","Upper tier local authority","2020-03-10",2,5
"Wandsworth","E09000032","Upper tier local authority","2020-03-10",9,16
"Salford","E08000006","Upper tier local authority","2020-03-10",1,1
"Plymouth","E06000026","Upper tier local authority","2020-03-10",1,1
"Hertfordshire","E10000015","Upper tier local authority","2020-03-10",5,26
"Central Bedfordshire","E06000056","Upper tier local authority","2020-03-10",2,2
"Islington","E09000019","Upper tier local authority","2020-03-10",2,4
"Dorset","E06000059","Upper tier local authority","2020-03-10",1,1
"Barnet","E09000003","Upper tier local authority","2020-03-10",3,16
"Southwark","E09000028","Upper tier local authority","2020-03-10",6,24
"North East","E12000001","Region","2020-03-10",4,14
"Liverpool","E08000012","Upper tier local authority","2020-03-10",1,6
"Warwickshire","E10000031","Upper tier local authority","2020-03-10",3,11
"Derby","E06000015","Upper tier local authority","2020-03-10",2,3
"York","E06000014","Upper tier local authority","2020-03-10",1,3
"Isle of Wight","E06000046","Upper tier local authority","2020-03-10",1,2
"Lewisham","E09000023","Upper tier local authority","2020-03-10",1,4
"Hackney","E09000012","Upper tier local authority","2020-03-10",1,6
"Cornwall and Isles of Scilly","E06000052","Upper tier local authority","2020-03-10",1,7
"Cheshire West and Chester","E06000050","Upper tier local authority","2020-03-10",2,3
"Sutton","E09000029","Upper tier local authority","2020-03-10",2,6
"London","E12000007","Region","2020-03-10",91,278
"North Yorkshire","E10000023","Upper tier local authority","2020-03-10",2,5
"Suffolk","E10000029","Upper tier local authority","2020-03-10",2,3
"Bristol, City of","E06000023","Upper tier local authority","2020-03-10",1,4
"Kirklees","E08000034","Upper tier local authority","2020-03-10",1,2
"Wokingham","E06000041","Upper tier local authority","2020-03-10",2,5
"Yorkshire and The Humber","E12000003","Region","2020-03-10",18,53
"Manchester","E08000003","Upper tier local authority","2020-03-10",1,7
"Doncaster","E08000017","Upper tier local authority","2020-03-10",2,2
"Oxfordshire","E10000025","Upper tier local authority","2020-03-10",6,18
"Cambridgeshire","E10000003","Upper tier local authority","2020-03-10",3,5
"Windsor and Maidenhead","E06000040","Upper tier local authority","2020-03-10",2,4
"Ealing","E09000009","Upper tier local authority","2020-03-10",5,13
"Walsall","E08000030","Upper tier local authority","2020-03-10",1,2
"Hampshire","E10000014","Upper tier local authority","2020-03-10",2,19
"Greenwich","E09000011","Upper tier local authority","2020-03-10",3,4
"Kent","E10000016","Upper tier local authority","2020-03-10",4,13
"Surrey","E10000030","Upper tier local authority","2020-03-10",5,16
"Rotherham","E08000018","Upper tier local authority","2020-03-10",1,4
"Somerset","E10000027","Upper tier local authority","2020-03-10",2,3
"Staffordshire","E10000028","Upper tier local authority","2020-03-10",1,6
"Hounslow","E09000018","Upper tier local authority","2020-03-10",2,6
"Bradford","E08000032","Upper tier local authority","2020-03-10",2,3
"Buckinghamshire","E10000002","Upper tier local authority","2020-03-10",7,14
"Wolverhampton","E08000031","Upper tier local authority","2020-03-10",3,8
"Lincolnshire","E10000019","Upper tier local authority","2020-03-10",4,7
"Sheffield","E08000019","Upper tier local authority","2020-03-10",6,18
"Hillingdon","E09000017","Upper tier local authority","2020-03-10",2,8
"West Midlands","E12000005","Region","2020-03-10",19,56
"Camden","E09000007","Upper tier local authority","2020-03-10",2,10
"Bournemouth, Christchurch and Poole","E06000058","Upper tier local authority","2020-03-10",2,5
"Merton","E09000024","Upper tier local authority","2020-03-10",6,10
"Nottingham","E06000018","Upper tier local authority","2020-03-10",3,7
"Derbyshire","E10000007","Upper tier local authority","2020-03-10",2,13
"Brighton and Hove","E06000043","Upper tier local authority","2020-03-10",2,6
"Haringey","E09000014","Upper tier local authority","2020-03-10",3,6
"Tower Hamlets","E09000030","Upper tier local authority","2020-03-10",2,10
"Reading","E06000038","Upper tier local authority","2020-03-10",1,2
"East of England","E12000006","Region","2020-03-10",16,50
"Southampton","E06000045","Upper tier local authority","2020-03-10",2,3
"Bexley","E09000004","Upper tier local authority","2020-03-10",2,4
"East Riding of Yorkshire","E06000011","Upper tier local authority","2020-03-10",2,2
"Oldham","E08000004","Upper tier local authority","2020-03-10",2,6
"Dudley","E08000027","Upper tier local authority","2020-03-10",1,4
"Stockport","E08000007","Upper tier local authority","2020-03-10",1,3
"Essex","E10000012","Upper tier local authority","2020-03-10",2,8
"Lambeth","E09000022","Upper tier local authority","2020-03-10",8,15
"Wiltshire","E06000054","Upper tier local authority","2020-03-10",1,5
"Worcestershire","E10000034","Upper tier local authority","2020-03-10",3,6
"Shropshire","E06000051","Upper tier local authority","2020-03-10",2,5
"England","E92000001","Country","2020-03-10",225,789
"Newcastle upon Tyne","E08000021","Upper tier local authority","2020-03-10",1,5
"Blackpool","E06000009","Upper tier local authority","2020-03-10",1,1
"East Midlands","E12000004","Region","2020-03-10",12,54
"South West","E12000009","Region","2020-03-10",10,64
"Rochdale","E08000005","Upper tier local authority","2020-03-10",1,2
"Birmingham","E08000025","Upper tier local authority","2020-03-10",4,9
"Nottinghamshire","E10000024","Upper tier local authority","2020-03-10",1,9
"Calderdale","E08000033","Upper tier local authority","2020-03-10",1,1
"Brent","E09000005","Upper tier local authority","2020-03-10",4,10
"Westminster","E09000033","Upper tier local authority","2020-03-10",6,24
"Tameside","E08000008","Upper tier local authority","2020-03-10",1,2
"Harrow","E09000015","Upper tier local authority","2020-03-10",1,7
"Thurrock","E06000034","Upper tier local authority","2020-03-10",1,1
"Enfield","E09000010","Upper tier local authority","2020-03-10",5,9
"Redcar and Cleveland","E06000003","Upper tier local authority","2020-03-10",1,1
"Kensington and Chelsea","E09000020","Upper tier local authority","2020-03-10",10,33
"South East","E12000008","Region","2020-03-10",34,123
"Newham","E09000025","Upper tier local authority","2020-03-10",1,2
"Telford and Wrekin","E06000020","Upper tier local authority","2020-03-10",1,1
"Cheshire East","E06000049","Upper tier local authority","2020-03-10",1,1
"Norfolk","E10000020","Upper tier local authority","2020-03-10",1,1
"Devon","E10000008","Upper tier local authority","2020-03-10",1,21
"Stockton-on-Tees","E06000004","Upper tier local authority","2020-03-10",2,3
"Buckinghamshire","E10000002","Upper tier local authority","2020-03-11",4,18
"Lewisham","E09000023","Upper tier local authority","2020-03-11",5,9
"Wolverhampton","E08000031","Upper tier local authority","2020-03-11",5,13
"Wirral","E08000015","Upper tier local authority","2020-03-11",1,4
"London","E12000007","Region","2020-03-11",183,461
"Barnsley","E08000016","Upper tier local authority","2020-03-11",1,4
"West Midlands","E12000005","Region","2020-03-11",40,96
"Barking and Dagenham","E09000002","Upper tier local authority","2020-03-11",1,4
"Hillingdon","E09000017","Upper tier local authority","2020-03-11",2,10
"Southwark","E09000028","Upper tier local authority","2020-03-11",11,35
"North West","E12000002","Region","2020-03-11",17,86
"Suffolk","E10000029","Upper tier local authority","2020-03-11",1,4
"Camden","E09000007","Upper tier local authority","2020-03-11",10,20
"Slough","E06000039","Upper tier local authority","2020-03-11",5,10
"Hammersmith and Fulham","E09000013","Upper tier local authority","2020-03-11",11,20
"Merton","E09000024","Upper tier local authority","2020-03-11",7,17
"Dorset","E06000059","Upper tier local authority","2020-03-11",1,2
"Rochdale","E08000005","Upper tier local authority","2020-03-11",1,3
"Yorkshire and The Humber","E12000003","Region","2020-03-11",10,63
"Derbyshire","E10000007","Upper tier local authority","2020-03-11",6,19
"North East","E12000001","Region","2020-03-11",1,15
"Kingston upon Thames","E09000021","Upper tier local authority","2020-03-11",1,3
"North Somerset","E06000024","Upper tier local authority","2020-03-11",5,6
"Haringey","E09000014","Upper tier local authority","2020-03-11",6,12
"Tower Hamlets","E09000030","Upper tier local authority","2020-03-11",1,11
"Wandsworth","E09000032","Upper tier local authority","2020-03-11",10,26
"Havering","E09000016","Upper tier local authority","2020-03-11",2,5
"West Sussex","E10000032","Upper tier local authority","2020-03-11",2,7
"Manchester","E08000003","Upper tier local authority","2020-03-11",1,8
"East of England","E12000006","Region","2020-03-11",14,64
"Kirklees","E08000034","Upper tier local authority","2020-03-11",1,3
"Northamptonshire","E10000021","Upper tier local authority","2020-03-11",4,12
"Wokingham","E06000041","Upper tier local authority","2020-03-11",3,8
"Cambridgeshire","E10000003","Upper tier local authority","2020-03-11",1,6
"Bexley","E09000004","Upper tier local authority","2020-03-11",4,8
"Leicester","E06000016","Upper tier local authority","2020-03-11",1,1
"Hertfordshire","E10000015","Upper tier local authority","2020-03-11",6,32
"St. Helens","E08000013","Upper tier local authority","2020-03-11",1,1
"Derby","E06000015","Upper tier local authority","2020-03-11",2,5
"Croydon","E09000008","Upper tier local authority","2020-03-11",5,7
"Leeds","E08000035","Upper tier local authority","2020-03-11",3,11
"Sandwell","E08000028","Upper tier local authority","2020-03-11",2,2
"Windsor and Maidenhead","E06000040","Upper tier local authority","2020-03-11",3,7
"Stockport","E08000007","Upper tier local authority","2020-03-11",2,5
"East Riding of Yorkshire","E06000011","Upper tier local authority","2020-03-11",2,4
"Essex","E10000012","Upper tier local authority","2020-03-11",3,11
"Bolton","E08000001","Upper tier local authority","2020-03-11",2,5
"Warwickshire","E10000031","Upper tier local authority","2020-03-11",2,13
"England","E92000001","Country","2020-03-11",365,1154
"Shropshire","E06000051","Upper tier local authority","2020-03-11",7,12
"Wiltshire","E06000054","Upper tier local authority","2020-03-11",3,8
"Walsall","E08000030","Upper tier local authority","2020-03-11",5,7
"Lincolnshire","E10000019","Upper tier local authority","2020-03-11",2,9
"Worcestershire","E10000034","Upper tier local authority","2020-03-11",4,10
"Solihull","E08000029","Upper tier local authority","2020-03-11",1,1
"Oxfordshire","E10000025","Upper tier local authority","2020-03-11",5,23
"South West","E12000009","Region","2020-03-11",19,83
"Hampshire","E10000014","Upper tier local authority","2020-03-11",9,28
"Ealing","E09000009","Upper tier local authority","2020-03-11",10,23
"Kent","E10000016","Upper tier local authority","2020-03-11",3,16
"Greenwich","E09000011","Upper tier local authority","2020-03-11",4,8
